text,label
"from smlrpsycnottacuk steve lang
subject re the arrogance of christians
organization nottingham university
lines sixty

in article  you wrote

 the genius of science is that it discovered that enormous progress 
 in knowledge could be made by isolating the study of physical 
 interactions for the more general areas of study and proceeding
 not by logical argument but by experiment the scientific method
 is hypothesize attempt to disprove the hypothesis if you fail 
 publish if others fail to disprove your hypothesis accept it
 as a working theory and move on this method is suitable only
 for the study of objects without will objects which do not
 take an interest in the experiment

science does not progress via experimentation but by philosophising  one
aim of experiments is to investigate the validity of the hyptheses
resulting from the models produced by this thinking process

 the arrogance of science is the assumption many advocates of 
 science make that the scientific method is the only method of
 serious study the only one leading to knowledge rather than
 belief 

science has one advantage of all other approaches to explaining the world
it is objective

 its further arrogance is the assumption which arises
 that since science is the only valid method of thought everything
 which exists must be the sort of thing which the scientific 
 method can study and that if the scientific method cannot 
 study it it either does not exist or cannot in any way be known

anything which affects the physical world can be studied  for example
since we are part of the physical world anything including spirits which
affects our behaviour can be observed  science does not make any claims
about the existence or nonexistence of objects which do not affect the
physical world

 since these asumptions about the nature of the world cannot
 themselves be made the subject of experiment it is bad science
 to believe them as well as arrogance illogic and just plain
 sloppy thinking

the purpose of science is to produce a model of the physical world  the
model must be able to explain all past observations and predict the outcome
of future observations  one of the aims of experiments is to carry out
well defined observations which are objective

ideally scientist will except the model which best describes the world and
the model which realises on the minimal number of assumptions  at the
moment models which do not rely on the assumption of some spiritual world
existing are equally powerful to ones which assume the assumption of a
spiritual world  as the nonspiritual models has fewer assumptions it
should be the currently accepted models

the scientific process never assumes that its present models are the
correct ones whereas many religions claim to represent the truth  the
arrogance of many theists is that they claim to represent the truth this
cannot be said of scientists

steve lang
slangslingslinkslickslackshackshankthankthinkthick
",soc.religion.christian
"from lhwoodlutacuk
subject an eight thousand and fiftyone simulator  is example code available
replyto lhwoodlutacuk lloyd wood
organization loughborough university uk
lines twentyfive

hello world
 
i am attempting to write an eight thousand and fiftyone simulator on an ibm pc for teaching
purposes so that firstyear eleceng students can see the workings
of the microcontroller as it performs operations  logical ands for
example being shown on a bitbybit basis one and one  one so that the
students can see that it is not really a mystical process but totally
logical for example every instruction should show some working
and not just alter registermemoryport contents
 
does anyone know of any freelyavailable example simulation code
in pascal or modulatwo that would show me where i am going wrong
in writing my simulator i am using ayalas the eight thousand and fiftyone microcontroller
as a reference  the simulator supplied with the package is overkill
for simple teaching purposes i feel and there is no source code to help
you roll your own
 
please email me if you can help or if you know of somewhere more 
appropriate i should be posting this   i rarely scan these groups
 
thanks
 
lloyd wood
lhwoodlutacuk 

",comp.sys.ibm.pc.hardware
"from zrepacholcccurtineduau paul repacholi
subject what is going on
lines twentysix
organization curtin university of technology
distribution inet

in article oneqhctwopeightdeighttransferstratuscom cmeellisunswstratuscom carl ellison writes
 in article one thousand nine hundred and ninetythreeaprfourteenone hundred and twenty thousand two hundred and twentyninefifteen thousand eight hundred and seventyeightmnemosynecsduedu rwebbnyxcsduedu russell webb writes

 call me paranoid but this is the same kind of scare story which dorothy
 denning was citing while calling for the limitation of cryptography
 
 i doubt that dd is behind this  
 
 but i suspect that the fbi and maybe nsa are behind dd and those agencies
 could easily be mounting a nationwide campaign with our tax dollars to
 build up public outcry against digital communication  especially against
 unbreakable encrypted communication
 
 
 what is going on here
 

have not you read any of noam chomskys works a widely used information net
outside the control of the right people is unthinkable hundreds of billions
of dollars will be spent to wipe it out sorry regulate and order it once
the major media and poitical powers wake up to the efect it can have

if you cannot be bothered reading get the video manufacturing consent

paul

",sci.crypt
"from dchhabrastplistsca deepak chhabra
subject re vlads playoff picks
nntppostinghost stplistsca
organization solar terresterial physics laboratory ists
lines one hundred and fiftysix

in article  vzhivovalfredcarletonca vladimir zhivov writes

wales conference adams division semifinal
boston vs buffalo
the bruins are playing some excellent hockey and with cam neely back
and moog his old self again this should be a cakewalk  bruins in five

i am hoping for a fuhr miracle but i agree that boston will likely win the
series  goaltending is about equal top offensive players are about equal
mogilnylafontaine vs oatesjuneau but buffalo has no answer to neely
not to imply that neely is not a top offensive player by the way in fact he is one
of my favourites even though he is a damn bruin    and the rest of the
matchup wrt lineup favours boston anyway  but i think it will go six

quebec vs montreal
this one is very tough to call montreal certainly has the experience
factor but quebec is more talented imho it will come down to the
goalies  i will go with experience and roy canadiens in seven

agreed herebut montreal will be pushed to the limit  is it just me or
does everything montreal does in the playoffs come down to roy  go habs

final
boston vs montreal
will bruin domination continue in this rivalry yes moog has
consistently outperformed roy in the playoffs after one thousand nine hundred and eightysixother stuff
 bruins in five

i cannot predict a montreal victory because i have been watching them play for
six weeks and i am going to they severly need some tougher players especially to play
in the garden  last time they beat the bs fivetwo but boston had a clear
territorial advantage the victory was roys  at the same time i cannot
bring myself to predict the possibility of a loss so i will just say i will
not be putting money on this series 

patrick division semifinal

pittsburgh vs ny islanders
what can i say the pens are flying high and have the most talent in
the league 

agreed  ny does not have the goaltending to stop the onslaught independent
of the trouble they have given pittsburgh this year  pens in five which is
credit to ny

washington vs new jersey
capitals in five

agreed here too but i think it will go at least six  jersey has a decent
team and washington has done poorly against the division this year

pittsburgh vs washington
if the caps had bill ranford i might see an upset but don beaupre
just does not inspire my hopes  penguins in six

i think they will use tabaracci more after beaupre gets shelled  i do not
think it will go six eithermaybe five

conference final
pittsburgh vs boston
a replay of last year the penguins are just as good as twelve months ago
and the bruins are much improved but penguins in six

if pittsburgh plays boston i am going to they win in likely five possibly six  they
own the bruins  if they play montreal i think it will go to seven and once
again i will not be putting money on the seventh game  i say seven because the
habs have played pittsburgh very tough this season

campbell conference norris division semifinal

chicago vs st louis or minnesota
 blackhawks in five

chicago will win but i think in at least six  chicago is not that good
i am going to  and remember that they take ridiculous numbers of penalties

detroit vs toronto
the leafs have had an excellent season but they have been playing
playoff hockey all year  the habs under burns were the same way and
always wilted in the playoffs  red wings in five

very true  the leafs have much to be proud of but they will soon find out
why montreal did so lousy in the playoffs  toronto might win two or three 
at mlg though  wings in six maybe even seven

final
chicago vs detroit
 this will be a war fedorov will win it in ot red wings in seven

it will be a warpossibly the most intense playoff series of them all 
and yes i think detroit will win  probert will have to come up big though

smythe division semifinals

vancouver vs winnipeg
 canucks in seven

our first disagreement  canucks are playing like shit  they do not use their
size at all which may explain why they get hammered eightone by a team
chasing them calgarywinnipeg in six

calgary vs los angeles
this would have been tough to call except for three things one the
kings do not have a goalie two gary roberts will be back three the kings
shot themselves in the foot by trading a proven winner paul coffey
for a proven loser jimmy carson gretzky is just too weary to carry
this group flames in five

this is also tough for me to call because i have not seen the smythe enough 
i do not think roberts will be well enough to figure in coffey is a
nonissue who cares what carson has done before and never underestimate
gretzky  la in six

final
vancouver vs calgary
 flames in six

if it is these two calgary will not need six games  but i think it will be
lawinnipeg anyway and la in seven because of home ice

coference final
detroit vs calgary
 red wings in seven

wow must have been tough to go against your team  but let us see i picked
ladetroit  detroit will win probably in six

stanley cup final
pittsburgh vs detroit
three in a row and official dynasty status for the pens or can the
wings complete a dream season well the wings are better in goal not
sufficiently so though imho and have better dmen however mario and
the boys can sure score look for jagr to shine in the playoffs
though i sure would love to see probert beat some sense into him the
pens are just too much especially since detroit will have a tougher
battle to get here penguins in five

if pittsburgh plays detroit it will go longer than five and i would not bet
against the wings  they are very strong i am going to and nobody knows how strong
because they have been underachieving most of the year  if forced to choose
though i would have to take the penguins

a side note  vlad last week you said that selanne was a better player than
gilmour  no way  he is a more talented pure goal scorerbut aside from
the age difference there is no way i would take him over gilmour on my team
i am not asking for flames either by the wayi have spent more than enough time
arguing on behalf of selanne and i still say he is a great player  but while
he and gilmour are both dangerous offensively give teemu an edge
gilmour does it all  i know a lot of gilmourbashing goes on esp
from flame fans  but i am going to you guys are letting your dislike of gilmour cloud
your judgement when it comes to his skill  he is easily one of the best
allround players in the nhl



dchhabrastplistsca
",rec.sport.hockey
"from danieljsterndartmouthedu daniel j stern
subject seeking info on wear on monitors 
xpostedfrom internews onezerobsixteendartmouthedu
organization dartmouth college hanover nh
lines twelve

we are dartmouth engineering studentswe are looking for documented
data regarding the wear associated with turning on an off a monitor and
how it relates to power consumption  interested in a comparison
between the wear on a monitor which is left on continuously and one
which is turned off when not in use  

please personalize email to dsdartmouthedu

thank you

dan stern
oliver weir
",sci.electronics
"from snicholsadobecom sherri nichols
subject re too many europeans in nhl
articleid adobeone thousand nine hundred and ninetythreeaprsixtwo hundred and one thousand seven hundred and fortyfiveeight hundred and forty
organization adobe systems incorporated
lines twentyfour

in article one thousand nine hundred and ninetythreeaprsixone hundred and ninetyfive thousand and twentytwosix thousand three hundred and sixtytwoalchemychemutorontoca golchowyalchemychemutorontoca gerald olchowy writes
major league baseball has told the blue jays and the expos not to
sign oscar linares i think that is his name

linares has not defected as i pointed out mlb requires that the player
defect first

canada does not have the restrictions against
cubans that the us has and other major league teams have told the
canadian teams that they would be very unhappy if the expos or the
blue jays would do this

what a surprise  as long as the pool of talent is not accessible to all
teams mlb will not let a few teams sign it  seems perfectly reasonable to
me  

  cubans players would not have to defect
to play in canada and could play the eightyone home games for the expos
and blue jays without any trouble

except that mlb will not allow it which is all i ever said

sherri nichols
snicholsadobecom
",rec.sport.hockey
"from gebcspittedu gordon banks
subject re liver spots
replyto gebcspittedu gordon banks
organization univ of pittsburgh computer science
lines thirteen

in article one thousand nine hundred and ninetythreeaprnineteenone hundred and sixtytwo thousand five hundred and twotwentynine thousand eight hundred and twonewsengconvexcom cashconvexcom peter cash writes
what causes those little brown spots on older peoples hands are they
called liver spots because they are sort of livercolored or do they
indicate some actual liver dysfunction

senile keratoses  have nothing to do with the liver


 

gordon banks  nthreejxp       skepticism is the chastity of the intellect and
gebcadredslpittedu     it is shameful to surrender it too soon 

",sci.med
"from rwftwonsonecclehighedu robert william fusi
subject re best radar detector 
organization lehigh university
lines thirtyeight

in article one thousand nine hundred and ninetythreeaprtenthirteen thousand and eleveneight hundred and eightlrcedu burnsidebrlrcedu writes
in article one thousand nine hundred and ninetythreeaprsixtwo hundred and twentyfive thousand and thirtyfourseven thousand one hundred and eightyfouropenconcom giandopenconcom deepak s gia
nchandani writes
 mubashir cheema

      do not buy one that is the best way to avoid tickets
      i used to have one and whenever a cop would pull me over see
      the thing give me a ticket  one time my sister was driving
      and had it in the glove compartment it was broken and she
      got a ticket  in one thousand nine hundred and eightyseven i had received four tickets because of
      it one for my sister so a total of five

      that was five years ago now i do not have one and have not
      gotten a ticket  my driving habits have not changed
      drastically  only two days ago i was going seventyseven mph on highway
      with fiftyfive mph limit cop saw me i break a little nothing
      happened i was driving a minivan with my family in it
      otherwise i have cutlass supreme  which i do seventy most of the
      times on the highway

      so basically my opnion is not to get one if you do get pulled
      over the cop will hear your excuse but if you have a radar
      detecter he will not again this has been my experienc


just get a remote model that is not visible to the cop  but be sure to get
front and rear sensors

you can also just put the detector off to the side on the dash so the cop
does not see it right awayvalentine is the best detector by far as stated
by car and driver and even tells you what direction the radar is coming from
 it also gives the amount of threats it is picking up so if you go through
 the same place everyday and it always goes off there you can glance at the
 number of threats the valentine is detecting to see if it is a genuine cop
  it is about three hundred and you can only get it factory directone problem
                                            rob fusi
                                            rwftwolehighedu
 
",rec.autos
"from biernatrtsgmotcom tim biernat
subject re no thirtytwobit box on gateway
nntppostinghost tophatone
organization motorola inc cellular infrastructure group
lines twentynine

in article one thousand nine hundred and ninetythreeaprsixteenone hundred and fiftythree thousand three hundred and thirtytwelve thousand and eightysevenhpcvcacvhpcom scotthpcvcclcvhpcom scott linn writes
while playing around with my gateway two thousand localbus machine last
night it became apparent that windows threeone did not give the option
for thirtytwobit access for virtual memory

i am using a permanent swap file and the disk drive is on the local
bus interface

is this expected or should i be investigating further why no thirtytwobit
option appears


you  need to massage few switches in your systemini
in the virtual memory section flip the thirtytwobitaccess switch on and the 
associated driver wdctl or some such switch on  this will enable
thirtytwobit access but be sure you can use it as not all hard drives
and controllers support it   


for seriously fast disk access

one  throw out windoze
two  install ostwo

i did this weekend  ostwo is incredible  finally a real os for
the humble pc  

  tim

",comp.sys.ibm.pc.hardware
"from bellhopslarcnasagov john bell
subject re adcom cheap products
organization nasa langley research center
lines twentyone
nntppostinghost hopslarcnasagov

in article  mdonahueamiganetchiilus mike donahue writes

as for adcoms mobil they are going with amps that canb use balanced inputs a
very nice toy but i am afraid its goig to push their amps beyound resonable
price ranges  especialy because taking advantage of those balanced inputs
requires a one hundred and twenty rca to balanced adapter

umm when i was doing sound reinforcement for a living i used to get direct boxes which convert
unbalanced onefour jacks to balanced xlrs for about twentyfive each or a little more for higher
quality you will need two for a stereo signal of course and a little adapter thingy from 
radio sht to convert from rca to onefour total cost should be around fifty you can also buy
transformers for quite a bit less and wire them yourself total cost there should be under thirty
you can get all this stuff from any pro music shop that sells sound reinforcement gear
the benefit no noise that you can hear will be generated in the cables going to the component
with the balanced inputs even when you run them in bad places like next to power lines


john bell
nasa langley research center
bellhopslarcnasagov

",sci.electronics
"from donald mackie 
subject re barbecued foods and health risk
organization um anesthesiology
lines thirteen
distribution world
nntppostinghost one hundred and fortyonetwo hundred and fourteeneightysixthirtyeight
xuseragent nuntius voneoneonednine
xxxdate mon nineteen apr ninetythree twentytwelvesix gmt

in article one thousand nine hundred and ninetythreeapreighteenone hundred and seventyfive thousand eight hundred and twotwentyeight thousand five hundred and fortyeightclpdkodakcom rich young
youngserumkodakcom writes

stuff deleted

	  have to
	 consume unrealistically large quantities of barbecued meat at a
	 time

i have to confess that this is one of my few unfulfilled ambitions
no matter how much i eat it still seems realistic

don mackie  his opinion
",sci.med
"from mkleinpavoconcordiaca corelmark
subject re best homeruns
newssoftware vaxvms vnews onefortyone    
nntppostinghost pavooneconcordiaca
organization concordia university
lines eighteen

i have not been following the previous hrs  but there are two that i saw
live that would have to be up there up where there  
one rick mondays hr to bury the expos in the nl championship in one thousand nine hundred and eightyone
it was hit off steve rogers who is a rhp and primarily a starter
why was he used as a reliever when the spos had reardon and billlee
warming up in the bullpen  considering monday could not touch lhp
lee would have been a safe bet  he was not even doing any drugs at that
time or so he told me and around fifty others on a recent venture into 
montreal  the blast was not the important aspect  it was the timing
seventh game a tie game and in the top of the nineth  the expos almost
came back though
two mike schmidt hit one that killed the expos in one thousand nine hundred and eighty  so close yet so
far
and
three strawberry killed a pitch on the second day of the season a couple of
years ago  it went off the technical ring in the big o  it almost left
the stadium  that was hit hard
				corelmark 
",rec.sport.baseball
"from jasonabtwentylarcnasagov jason austin
subject polls was re top ten excuses for slick willies recordsetting disapproval rati
organization nasa langley research center hampton va
lines thirtyseven
replyto jason c austin 
nntppostinghost abtwentylarcnasagov
inreplyto libwcaemoryedus message of fourteen apr ninetythree twentythirtyonenine gmt

in article two thousand six hundred and eightyemoryuoneccemoryedu libwcaemoryedu bill anderson writes
  	according to a cnn poll to key reason for clintons low
  approval rating is people are angry about him not moving fast enough
  on gays in the military  i just burst out laughing when i heard this
  what planet do these cnn people live on anyway
  
  jason c austin
  jcaustinlarcnasagov       
 
 do not know man that sounds pretty damned unlikely to me too
 although it is certainly one of the reasons i am pissed off at him
 maybe the sample was taken entirely from my fellow memebers of the
 cultural elite
 
 jason can you quote some of these poll questions
 
 thanks
 bill
 v

	i have never seen cnn give out the poll questions on the air
if you sent them a letter asking for them you might get them  here is
my guess of how part of a session might look

question do you approve of clintons performance
answer no
questions do you disapprove due to the gays in the military issue
answer yes

conclusion clinton has a low approval rating because he is not moving
fast enough on gays in the military


	i think any group truly dedicated to reporting the news would
not use manufactured news like polls

						jason
",talk.politics.misc
"from dabsixpocwruedu douglas a bell
subject re pentium
organization case western reserve university cleveland oh usa
lines eighteen
replyto dabsixpocwruedu douglas a bell
nntppostinghost slctwelveinscwruedu


in a previous article rrnpocwruedu robert r novitskey says


just a qestion for all you pcers out there  will the upcoming pentium
systems be compatible with current simms and vlb cards  any info would be
helpful  i would just like to know before i plunk my  on new hardware

thanks
bob


well it all depends on the motherboard implimentation

i am sure someone will make a vlb motherboard that takes onexnine
simms and uses a pentium processor  i am also sure that there 
will be some motherboards that will not
 
",comp.sys.ibm.pc.hardware
"from shelomohszieniuk twentyseven million nine hundred and sixteen thousand and seventyplearnbitnet
subject      warsaw ghetto uprising fiftyth anniversary a visitors abc
originator tpmisraelnysernetorg
replyto twentyseven million nine hundred and sixteen thousand and seventyplearnbitnet
organization nysernet
lines thirtytwo

original message
                                                                    dsb

mincha tisha yamim laomer yom chamishi yd bnisan thshng
universita varsha bvarsha galut hamara meod

shalom all
those of you visiting the ghetto city these days might be
interested in the following events timetable  abridged
nineteenzero fri sixteenth april ninetythree kabbalat shabbat service at the nozyk shul
                                six twarda street warsaw  a ten mins
                                walk from the palace of science 
                                culture the tallest building in the
                                citys centre  the same distance from
                                the central railway station
ninethirty sat seventeenth april    shacharit lshabbat service nozyk shul
eleventhirty sun eighteenth april    the fallen ones memorial service nozyk shul
thirteenzero sun eighteenth april    memorial ceremony at the jewish cemetery
                                okopowa street warsaw
eighteenzero sun eighteenth april    official arts programme at the congress hall
                                a building adjacent to the palace of
                                science  culture which  like the shul
                                 is located a quarters walk from most of
                                downtown hotels bristol forum victoria
                                europejski holiday inn marriott
twelvezero mon nineteenth april    laying of wreaths at the ghetto heros
                                monument

shabbat shalom ulhitraot bvarsha
shelomohslawekzieniuk student univ of warsaw dept of hebrew warsaw
ani shalom vkhi adaber           hema lamilchama  tehillim qkz
guest email account twentyseven million nine hundred and sixteen thousand and seventyplearnbitnet
",talk.politics.mideast
"from decaycbnewsjcbattcom deankaflowitz
subject re spreading christianity re christian extremist kills doctor
organization att
distribution na
lines twentynine

in article  dlecointgarnetacnsfsuedu dariuslecointe writes
 david r sacco  writes
     not to be too snide about it but i think this christianity must
     be a very convenient religion very maliable and suitable for
     any occassion since it seems one can take it any way one wants
     to go with it and follow whichever bits one pleases and
     reinterpret the bits that do not match with ones desires  it
     is in fact so convenient that were i capable of believing
     in a god i might consider going for some brand of christianity
     the only difficulty left then of course is picking which sect
     to join  there are just so many
      
     dean kaflowitz
  
  yes christianity is convenient  following the teachings of jesus
  christ and the ten commandments is convenient  trying to love in a
  hateful world is convenient  turning the other cheek is convenient  so
  convenient that it is burdensome at times
 
 some christians take a ten discount off the ten commandments  sunday
 cannot be substituted for the sabbath


make that twenty  where did i see that poll recently about the
very religious and adultery  was it this newsgroup or altatheism
or some other place

dean kaflowitz

",talk.religion.misc
"from buckhqileafcom david buchholz xthree thousand two hundred and fiftytwo
subject looking for wmf converter
keywords wmf windowsmetafile
nntppostinghost couloir
replyto buckhqileafcom david buchholz xthree thousand two hundred and fiftytwo
organization interleaf inc
lines thirteen


i am looking for any leads to the source of a good windows
meta file converter or interpreter i need this for use
outside the windows environment pd sources preferred but
not a requirement please reply to the address below


david buchholz               internet buckileafcom
product manager                  uucp uunetleafusabuck
interleaf inc                 voice six hundred and seventeentwo hundred and ninetyfour thousand nine hundred and ninety xthree thousand two hundred and fiftytwo



",comp.graphics
